"Name","Period","lat","lng","age_min","age_max","age_mean","p_lng","p_lat","model"
"Ellisdale (New Jersey, USA)","Late Campanian",40.13,-74.586,83.6,72.2,77.9,-36.8443,37.0002,"MATTHEWS2016_pmag_ref"
"Ellisdale (New Jersey, USA)","Late Campanian",40.13,-74.586,83.6,72.2,77.9,-34.9613,40.3885,"GOLONKA"
"Ellisdale (New Jersey, USA)","Late Campanian",40.13,-74.586,83.6,72.2,77.9,-43.187,39.8079,"PALEOMAP"
"Cheesequake (New Jersey, USA)","Late Campanian",40.422,-74.287,83.6,72.2,77.9,-35.8664,38.2962,"MERDITH2021"
"Cheesequake (New Jersey, USA)","Late Campanian",40.422,-74.287,83.6,72.2,77.9,-46.2136,37.51,"TorsvikCocks2017"
"Cheesequake (New Jersey, USA)","Late Campanian",40.422,-74.287,83.6,72.2,77.9,-36.4539,37.2011,"MATTHEWS2016_pmag_ref"
"Cheesequake (New Jersey, USA)","Late Campanian",40.422,-74.287,83.6,72.2,77.9,-34.5369,40.5705,"GOLONKA"
"Cheesequake (New Jersey, USA)","Late Campanian",40.422,-74.287,83.6,72.2,77.9,-42.7834,40.0115,"PALEOMAP"
"Martigues north (Provence-Alpes-C,"Late Campanian",43.425,5.039,83.6,72.2,77.9,13.548,33.5126,"MERDITH2021"
"Martigues north (Provence-Alpes-C,"Late Campanian",43.425,5.039,83.6,72.2,77.9,3.2202,35.877,"TorsvikCocks2017"
"Martigues north (Provence-Alpes-C,"Late Campanian",43.425,5.039,83.6,72.2,77.9,12.5904,33.1838,"MATTHEWS2016_pmag_ref"
"Martigues north (Provence-Alpes-C,"Late Campanian",43.425,5.039,83.6,72.2,77.9,14.4902,32.2405,"GOLONKA"
"Martigues north (Provence-Alpes-C,"Late Campanian",43.425,5.039,83.6,72.2,77.9,7.0166,34.1433,"PALEOMAP"
"Tilin (Mangway, Myanmar)","Late Campanian",21.683,94.083,83.6,72.2,77.9,99.3201,11.6374,"MERDITH2021"
"Tilin (Mangway, Myanmar)","Late Campanian",21.683,94.083,83.6,72.2,77.9,89.4733,11.6706,"TorsvikCocks2017"
"Tilin (Mangway, Myanmar)","Late Campanian",21.683,94.083,83.6,72.2,77.9,99.0395,12.7749,"MATTHEWS2016_pmag_ref"
"Tilin (Mangway, Myanmar)","Late Campanian",21.683,94.083,83.6,72.2,77.9,100.9998,1.4594,"GOLONKA"
"Ajka (Veszpr,"Late Campanian",47.089,17.586,85.7,72.2,78.95,23.651,32.4348,"MERDITH2021"
"Ajka (Veszpr,"Late Campanian",47.089,17.586,85.7,72.2,78.95,13.9478,37.2755,"TorsvikCocks2017"
"Ajka (Veszpr,"Late Campanian",47.089,17.586,85.7,72.2,78.95,22.7561,32.3113,"MATTHEWS2016_pmag_ref"
"Ajka (Veszpr,"Late Campanian",47.089,17.586,85.7,72.2,78.95,27.4739,29.3333,"GOLONKA"
"Tuna-1 (Victoria, Australia)","Late Campanian",-38.173,148.419,85.7,72.2,78.95,168.5268,-60.5896,"MERDITH2021"
"Tuna-1 (Victoria, Australia)","Late Campanian",-38.173,148.419,85.7,72.2,78.95,149.7566,-31.0556,"TorsvikCocks2017"
"Tuna-1 (Victoria, Australia)","Late Campanian",-38.173,148.419,85.7,72.2,78.95,166.8704,-59.8355,"MATTHEWS2016_pmag_ref"
"Tuna-1 (Victoria, Australia)","Late Campanian",-38.173,148.419,85.7,72.2,78.95,171.4311,-61.171,"GOLONKA"
"Tuna-1 (Victoria, Australia)","Late Campanian",-38.173,148.419,85.7,72.2,78.95,159.7363,-61.7997,"PALEOMAP"
"Coffee Bluff (Tennessee, USA)","Early Campanian",35.283,-88.249,85.7,83.6,84.65,-48.8745,36.8577,"MERDITH2021"
"Coffee Bluff (Tennessee, USA)","Early Campanian",35.283,-88.249,85.7,83.6,84.65,-57.5964,35.6605,"TorsvikCocks2017"
"Coffee Bluff (Tennessee, USA)","Early Campanian",35.283,-88.249,85.7,83.6,84.65,-49.0507,35.4012,"MATTHEWS2016_pmag_ref"
"Coffee Bluff (Tennessee, USA)","Early Campanian",35.283,-88.249,85.7,83.6,84.65,-48.763,39.2345,"GOLONKA"
"Coffee Bluff (Tennessee, USA)","Early Campanian",35.283,-88.249,85.7,83.6,84.65,-56.4982,35.8494,"PALEOMAP"
"Parsons (Tennessee, USA)","Early Campanian",35.642,-88.172,85.7,83.6,84.65,-48.6651,37.1815,"MERDITH2021"
"Parsons (Tennessee, USA)","Early Campanian",35.642,-88.172,85.7,83.6,84.65,-57.3883,35.9836,"TorsvikCocks2017"
"Parsons (Tennessee, USA)","Early Campanian",35.642,-88.172,85.7,83.6,84.65,-48.8442,35.7246,"MATTHEWS2016_pmag_ref"
"Parsons (Tennessee, USA)","Early Campanian",35.642,-88.172,85.7,83.6,84.65,-48.5447,39.5576,"GOLONKA"
"Parsons (Tennessee, USA)","Early Campanian",35.642,-88.172,85.7,83.6,84.65,-56.2979,36.1758,"PALEOMAP"
"Ingersoll shale (Alabama, USA)","Early Campanian",32.441,-84.996,85.7,83.6,84.65,-46.7376,33.3483,"MERDITH2021"
"Ingersoll shale (Alabama, USA)","Early Campanian",32.441,-84.996,85.7,83.6,84.65,-55.5077,32.1439,"TorsvikCocks2017"
"Ingersoll shale (Alabama, USA)","Early Campanian",32.441,-84.996,85.7,83.6,84.65,-46.9579,31.8888,"MATTHEWS2016_pmag_ref"
"Ingersoll shale (Alabama, USA)","Early Campanian",32.441,-84.996,85.7,83.6,84.65,-46.5834,35.716,"GOLONKA"
"Ingersoll shale (Alabama, USA)","Early Campanian",32.441,-84.996,85.7,83.6,84.65,-54.3191,32.3684,"PALEOMAP"
"Kinkora (New Jersey, USA)","Early Campanian",40.119,-74.751,85.7,83.6,84.65,-34.1938,38.2021,"MERDITH2021"
"Kinkora (New Jersey, USA)","Early Campanian",40.119,-74.751,85.7,83.6,84.65,-43.1449,36.9884,"TorsvikCocks2017"
"Kinkora (New Jersey, USA)","Early Campanian",40.119,-74.751,85.7,83.6,84.65,-34.6491,36.7652,"MATTHEWS2016_pmag_ref"
"Kinkora (New Jersey, USA)","Early Campanian",40.119,-74.751,85.7,83.6,84.65,-33.5787,40.4474,"GOLONKA"
"Kinkora (New Jersey, USA)","Early Campanian",40.119,-74.751,85.7,83.6,84.65,-42.0254,37.4115,"PALEOMAP"
"Cliffwood (New Jersey, USA)","Early Campanian",40.443,-74.221,85.7,83.6,84.65,-33.576,38.3847,"MERDITH2021"
"Cliffwood (New Jersey, USA)","Early Campanian",40.443,-74.221,85.7,83.6,84.65,-42.5376,37.172,"TorsvikCocks2017"
"Cliffwood (New Jersey, USA)","Early Campanian",40.443,-74.221,85.7,83.6,84.65,-34.0445,36.9507,"MATTHEWS2016_pmag_ref"
"Cliffwood (New Jersey, USA)","Early Campanian",40.443,-74.221,85.7,83.6,84.65,-32.9364,40.6211,"GOLONKA"
"Cliffwood (New Jersey, USA)","Early Campanian",40.443,-74.221,85.7,83.6,84.65,-41.4192,37.6045,"PALEOMAP"
"Piolenc 2 (Provence-Alpes-C,"Early Campanian",44.183,4.762,85.7,83.6,84.65,14.4374,34.8911,"MERDITH2021"
"Piolenc 2 (Provence-Alpes-C,"Early Campanian",44.183,4.762,85.7,83.6,84.65,5.07,34.3685,"TorsvikCocks2017"
"Piolenc 2 (Provence-Alpes-C,"Early Campanian",44.183,4.762,85.7,83.6,84.65,13.3253,34.1305,"MATTHEWS2016_pmag_ref"
"Piolenc 2 (Provence-Alpes-C,"Early Campanian",44.183,4.762,85.7,83.6,84.65,15.5361,34.9832,"GOLONKA"
"Piolenc 2 (Provence-Alpes-C,"Early Campanian",44.183,4.762,85.7,83.6,84.65,6.0086,34.2908,"PALEOMAP"
"Piolenc 1 (Provence-Alpes-C,"Early Campanian",44.185,4.766,85.7,83.6,84.65,14.4408,34.8931,"MERDITH2021"
"Piolenc 1 (Provence-Alpes-C,"Early Campanian",44.185,4.766,85.7,83.6,84.65,5.0734,34.3706,"TorsvikCocks2017"
"Piolenc 1 (Provence-Alpes-C,"Early Campanian",44.185,4.766,85.7,83.6,84.65,13.3287,34.1326,"MATTHEWS2016_pmag_ref"
"Piolenc 1 (Provence-Alpes-C,"Early Campanian",44.185,4.766,85.7,83.6,84.65,15.5398,34.9849,"GOLONKA"
"Piolenc 1 (Provence-Alpes-C,"Early Campanian",44.185,4.766,85.7,83.6,84.65,6.0122,34.2928,"PALEOMAP"
"Martigues-La M,"Early Campanian",43.398,5.073,85.7,83.6,84.65,14.721,34.1088,"MERDITH2021"
"Martigues-La M,"Early Campanian",43.398,5.073,85.7,83.6,84.65,5.3727,33.5916,"TorsvikCocks2017"
"Martigues-La M,"Early Campanian",43.398,5.073,85.7,83.6,84.65,13.6312,33.3547,"MATTHEWS2016_pmag_ref"
"Martigues-La M,"Early Campanian",43.398,5.073,85.7,83.6,84.65,15.7223,34.1813,"GOLONKA"
"Martigues-La M,"Early Campanian",43.398,5.073,85.7,83.6,84.65,6.2612,33.5017,"PALEOMAP"
"Ensu,"Early Campanian",43.33,5.203,85.7,83.6,84.65,14.8362,34.042,"MERDITH2021"
"Ensu,"Early Campanian",43.33,5.203,85.7,83.6,84.65,2.7734,37.565,"TorsvikCocks2017"
"Ensu,"Early Campanian",43.33,5.203,85.7,83.6,84.65,13.7473,33.2904,"MATTHEWS2016_pmag_ref"
"Ensu,"Early Campanian",43.33,5.203,85.7,83.6,84.65,15.8288,34.1052,"GOLONKA"
"Ensu,"Early Campanian",43.33,5.203,85.7,83.6,84.65,6.373,33.432,"PALEOMAP"
"Ensu,"Early Campanian",43.33,5.206,85.7,83.6,84.65,14.8388,34.042,"MERDITH2021"
"Ensu,"Early Campanian",43.33,5.206,85.7,83.6,84.65,2.7761,37.5651,"TorsvikCocks2017"
"Ensu,"Early Campanian",43.33,5.206,85.7,83.6,84.65,13.7499,33.2905,"MATTHEWS2016_pmag_ref"
"Ensu,"Early Campanian",43.33,5.206,85.7,83.6,84.65,15.8314,34.105,"GOLONKA"
"Ensu,"Early Campanian",43.33,5.206,85.7,83.6,84.65,6.3756,33.432,"PALEOMAP"
"Belcod,"Early Campanian",43.408,5.578,85.7,83.6,84.65,15.164,34.1236,"MERDITH2021"
"Belcod,"Early Campanian",43.408,5.578,85.7,83.6,84.65,5.8126,33.6145,"TorsvikCocks2017"
"Belcod,"Early Campanian",43.408,5.578,85.7,83.6,84.65,14.0697,33.3791,"MATTHEWS2016_pmag_ref"
"Belcod,"Early Campanian",43.408,5.578,85.7,83.6,84.65,16.1651,34.159,"GOLONKA"
"Belcod,"Early Campanian",43.408,5.578,85.7,83.6,84.65,6.7013,33.5053,"PALEOMAP"
"Plan d'Aups/La Brasque (Provence-Alpes-C,"Early Campanian",43.323,5.705,85.7,83.6,84.65,5.927,33.5329,"TorsvikCocks2017"
"Plan d'Aups/La Brasque (Provence-Alpes-C,"Early Campanian",43.323,5.705,85.7,83.6,84.65,5.705,43.323,"GOLONKA"
"Plan d'Aups/La Brasque (Provence-Alpes-C,"Early Campanian",43.323,5.705,85.7,83.6,84.65,6.8103,33.4189,"PALEOMAP"
"Glaci,"Early Campanian",43.352,5.853,85.7,83.6,84.65,6.0548,33.5659,"TorsvikCocks2017"
"Glaci,"Early Campanian",43.352,5.853,85.7,83.6,84.65,5.853,43.352,"GOLONKA"
"Glaci,"Early Campanian",43.352,5.853,85.7,83.6,84.65,6.9399,33.4462,"PALEOMAP"
"Plan d'Aups/Dowtown (Provence-Alpes-C,"Early Campanian",43.351,5.853,85.7,83.6,84.65,6.0548,33.5649,"TorsvikCocks2017"
"Plan d'Aups/Dowtown (Provence-Alpes-C,"Early Campanian",43.351,5.853,85.7,83.6,84.65,5.853,43.351,"GOLONKA"
"Plan d'Aups/Dowtown (Provence-Alpes-C,"Early Campanian",43.351,5.853,85.7,83.6,84.65,6.9398,33.4452,"PALEOMAP"
"Equireuil Quarry (Provence-Alpes-C,"Early Campanian",43.36,5.956,85.7,83.6,84.65,6.1443,33.5767,"TorsvikCocks2017"
"Equireuil Quarry (Provence-Alpes-C,"Early Campanian",43.36,5.956,85.7,83.6,84.65,5.956,43.36,"GOLONKA"
"Equireuil Quarry (Provence-Alpes-C,"Early Campanian",43.36,5.956,85.7,83.6,84.65,7.0298,33.453,"PALEOMAP"
"Romanikha (Krasnoyarsk Krai, Russian Federation)","Early Campanian",70.929,98.641,85.7,83.6,84.65,82.41,69.9313,"MERDITH2021"
"Romanikha (Krasnoyarsk Krai, Russian Federation)","Early Campanian",70.929,98.641,85.7,83.6,84.65,71.2818,70.6917,"TorsvikCocks2017"
"Romanikha (Krasnoyarsk Krai, Russian Federation)","Early Campanian",70.929,98.641,85.7,83.6,84.65,78.8179,70.7767,"MATTHEWS2016_pmag_ref"
"Romanikha (Krasnoyarsk Krai, Russian Federation)","Early Campanian",70.929,98.641,85.7,83.6,84.65,84.6487,65.5058,"GOLONKA"
"Romanikha (Krasnoyarsk Krai, Russian Federation)","Early Campanian",70.929,98.641,85.7,83.6,84.65,72.9865,68.3547,"PALEOMAP"
"Yantardakh (Krasnoyarsk Krai, Russian Federation)","Early Campanian",71.307,99.563,85.7,83.6,84.65,82.6588,70.4054,"MERDITH2021"
"Yantardakh (Krasnoyarsk Krai, Russian Federation)","Early Campanian",71.307,99.563,85.7,83.6,84.65,71.4724,71.1692,"TorsvikCocks2017"
"Yantardakh (Krasnoyarsk Krai, Russian Federation)","Early Campanian",71.307,99.563,85.7,83.6,84.65,78.9858,71.2552,"MATTHEWS2016_pmag_ref"
"Yantardakh (Krasnoyarsk Krai, Russian Federation)","Early Campanian",71.307,99.563,85.7,83.6,84.65,84.9512,65.971,"GOLONKA"
"Yantardakh (Krasnoyarsk Krai, Russian Federation)","Early Campanian",71.307,99.563,85.7,83.6,84.65,73.2178,68.8288,"PALEOMAP"
"Tumulda (Krasnoyarsk Krai, Russian Federation)","Early Campanian",71.807,100.452,85.7,83.6,84.65,82.6718,70.9791,"MERDITH2021"
"Tumulda (Krasnoyarsk Krai, Russian Federation)","Early Campanian",71.807,100.452,85.7,83.6,84.65,71.4,71.7424,"TorsvikCocks2017"
"Tumulda (Krasnoyarsk Krai, Russian Federation)","Early Campanian",71.807,100.452,85.7,83.6,84.65,78.8833,71.8279,"MATTHEWS2016_pmag_ref"
"Tumulda (Krasnoyarsk Krai, Russian Federation)","Early Campanian",71.807,100.452,85.7,83.6,84.65,85.0846,66.5422,"GOLONKA"
"Tumulda (Krasnoyarsk Krai, Russian Federation)","Early Campanian",71.807,100.452,85.7,83.6,84.65,73.2297,69.4025,"PALEOMAP"
"Isaevsky (Krasnoyarsk Krai, Russian Federation)","Early Campanian",71.72,100.48,85.7,83.6,84.65,82.8256,70.9075,"MERDITH2021"
"Isaevsky (Krasnoyarsk Krai, Russian Federation)","Early Campanian",71.72,100.48,85.7,83.6,84.65,71.5707,71.6733,"TorsvikCocks2017"
"Isaevsky (Krasnoyarsk Krai, Russian Federation)","Early Campanian",71.72,100.48,85.7,83.6,84.65,79.0585,71.7597,"MATTHEWS2016_pmag_ref"
"Isaevsky (Krasnoyarsk Krai, Russian Federation)","Early Campanian",71.72,100.48,85.7,83.6,84.65,85.1945,66.4665,"GOLONKA"
"Isaevsky (Krasnoyarsk Krai, Russian Federation)","Early Campanian",71.72,100.48,85.7,83.6,84.65,73.3722,69.3309,"PALEOMAP"
"Bulun (Krasnoyarsk Krai, Russian Federation)","Early Campanian",71.628,100.966,85.7,83.6,84.65,83.3705,70.9017,"MERDITH2021"
"Bulun (Krasnoyarsk Krai, Russian Federation)","Early Campanian",71.628,100.966,85.7,83.6,84.65,72.1379,71.6761,"TorsvikCocks2017"
"Bulun (Krasnoyarsk Krai, Russian Federation)","Early Campanian",71.628,100.966,85.7,83.6,84.65,79.6282,71.7655,"MATTHEWS2016_pmag_ref"
"Bulun (Krasnoyarsk Krai, Russian Federation)","Early Campanian",71.628,100.966,85.7,83.6,84.65,85.6379,66.4455,"GOLONKA"
"Bulun (Krasnoyarsk Krai, Russian Federation)","Early Campanian",71.628,100.966,85.7,83.6,84.65,73.8772,69.3252,"PALEOMAP"
"Sokolovsky (Krasnoyarsk Krai, Russian Federation)","Early Campanian",71.776,101.205,85.7,83.6,84.65,83.3491,71.0675,"MERDITH2021"
"Sokolovsky (Krasnoyarsk Krai, Russian Federation)","Early Campanian",71.776,101.205,85.7,83.6,84.65,72.0903,71.8414,"TorsvikCocks2017"
"Sokolovsky (Krasnoyarsk Krai, Russian Federation)","Early Campanian",71.776,101.205,85.7,83.6,84.65,79.5715,71.9305,"MATTHEWS2016_pmag_ref"
"Sokolovsky (Krasnoyarsk Krai, Russian Federation)","Early Campanian",71.776,101.205,85.7,83.6,84.65,85.6557,66.6113,"GOLONKA"
"Sokolovsky (Krasnoyarsk Krai, Russian Federation)","Early Campanian",71.776,101.205,85.7,83.6,84.65,73.8568,69.491,"PALEOMAP"
"Ugolyak (Krasnoyarsk Krai, Russian Federation)","Early Campanian",72.03,101.33,85.7,83.6,84.65,83.0646,71.3075,"MERDITH2021"
"Ugolyak (Krasnoyarsk Krai, Russian Federation)","Early Campanian",72.03,101.33,85.7,83.6,84.65,71.7568,72.0767,"TorsvikCocks2017"
"Ugolyak (Krasnoyarsk Krai, Russian Federation)","Early Campanian",72.03,101.33,85.7,83.6,84.65,79.2236,72.164,"MATTHEWS2016_pmag_ref"
"Ugolyak (Krasnoyarsk Krai, Russian Federation)","Early Campanian",72.03,101.33,85.7,83.6,84.65,85.4765,66.8583,"GOLONKA"
"Ugolyak (Krasnoyarsk Krai, Russian Federation)","Early Campanian",72.03,101.33,85.7,83.6,84.65,73.5929,69.731,"PALEOMAP"
"Iwaki (Fukushima, Japan)","Early Campanian",37.142,140.954,85.7,83.6,84.65,146.0876,46.2891,"MERDITH2021"
"Iwaki (Fukushima, Japan)","Early Campanian",37.142,140.954,85.7,83.6,84.65,137.779,47.4152,"TorsvikCocks2017"
"Iwaki (Fukushima, Japan)","Early Campanian",37.142,140.954,85.7,83.6,84.65,146.1277,47.7236,"MATTHEWS2016_pmag_ref"
"Iwaki (Fukushima, Japan)","Early Campanian",37.142,140.954,85.7,83.6,84.65,138.2545,45.4389,"GOLONKA"
"Iwaki (Fukushima, Japan)","Early Campanian",37.142,140.954,85.7,83.6,84.65,130.9141,48.6857,"PALEOMAP"
"Kuji (Iwate, Japan)","Early Campanian",40.15,141.744,85.7,83.6,84.65,146.408,49.3522,"MERDITH2021"
"Kuji (Iwate, Japan)","Early Campanian",40.15,141.744,85.7,83.6,84.65,138.1457,50.4764,"TorsvikCocks2017"
"Kuji (Iwate, Japan)","Early Campanian",40.15,141.744,85.7,83.6,84.65,146.4919,50.7849,"MATTHEWS2016_pmag_ref"
"Kuji (Iwate, Japan)","Early Campanian",40.15,141.744,85.7,83.6,84.65,137.7126,48.4871,"GOLONKA"
"Kuji (Iwate, Japan)","Early Campanian",40.15,141.744,85.7,83.6,84.65,130.3489,51.7349,"PALEOMAP"
"Xixia (Henan, China)","Late Campanian",33.309,111.482,89.8,72.2,81,114.144,36.0504,"MERDITH2021"
"Xixia (Henan, China)","Late Campanian",33.309,111.482,89.8,72.2,81,104.8011,36.8776,"TorsvikCocks2017"
"Xixia (Henan, China)","Late Campanian",33.309,111.482,89.8,72.2,81,113.8049,37.167,"MATTHEWS2016_pmag_ref"
"Xixia (Henan, China)","Late Campanian",33.309,111.482,89.8,72.2,81,110.1571,30.2659,"GOLONKA"
"Xixia (Henan, China)","Late Campanian",33.309,111.482,89.8,72.2,81,103.5228,32.5594,"PALEOMAP"
"Vernasso (Friuli-Venezia Giulia, Italy)","Early Campanian",46.127,13.471,89.8,83.6,86.7,26.5154,30.5089,"MERDITH2021"
"Vernasso (Friuli-Venezia Giulia, Italy)","Early Campanian",46.127,13.471,89.8,83.6,86.7,25.3364,29.8467,"MATTHEWS2016_pmag_ref"
"Vernasso (Friuli-Venezia Giulia, Italy)","Early Campanian",46.127,13.471,89.8,83.6,86.7,25.885,32.4835,"GOLONKA"
"Vernasso (Friuli-Venezia Giulia, Italy)","Early Campanian",46.127,13.471,89.8,83.6,86.7,14.7071,30.6721,"PALEOMAP"
"Chipaque Fm. mina La Popa, Cordillera Oriental (Colombia)","Early Campanian",4.709,-7.395,89.8,83.6,86.7,-7.2401,-3.7624,"MERDITH2021"
"Chipaque Fm. mina La Popa, Cordillera Oriental (Colombia)","Early Campanian",4.709,-7.395,89.8,83.6,86.7,-15.653,-5.1472,"TorsvikCocks2017"
"Chipaque Fm. mina La Popa, Cordillera Oriental (Colombia)","Early Campanian",4.709,-7.395,89.8,83.6,86.7,-7.4637,-5.1506,"MATTHEWS2016_pmag_ref"
"Chipaque Fm. mina La Popa, Cordillera Oriental (Colombia)","Early Campanian",4.709,-7.395,89.8,83.6,86.7,-6.9349,-2.0555,"GOLONKA"
"Chipaque Fm. mina La Popa, Cordillera Oriental (Colombia)","Early Campanian",4.709,-7.395,89.8,83.6,86.7,-14.7277,-4.7222,"PALEOMAP"
"Shavarshavan (Tavush, Armenia)","Early Campanian",41.136,45.125,89.8,85.7,87.75,51.9039,34.9081,"MERDITH2021"
"Shavarshavan (Tavush, Armenia)","Early Campanian",41.136,45.125,89.8,85.7,87.75,50.358,34.9053,"MATTHEWS2016_pmag_ref"
"Shavarshavan (Tavush, Armenia)","Early Campanian",41.136,45.125,89.8,85.7,87.75,52.3127,32.594,"GOLONKA"
"Shavarshavan (Tavush, Armenia)","Early Campanian",41.136,45.125,89.8,85.7,87.75,41.4616,33.2543,"PALEOMAP"
"Mamalichay River (Lachin District, Azerbaijan)","Early Campanian",39.708,46.243,89.8,85.7,87.75,53.1638,33.6122,"MERDITH2021"
"Mamalichay River (Lachin District, Azerbaijan)","Early Campanian",39.708,46.243,89.8,85.7,87.75,51.6756,33.6491,"MATTHEWS2016_pmag_ref"
"Mamalichay River (Lachin District, Azerbaijan)","Early Campanian",39.708,46.243,89.8,85.7,87.75,50.9135,25.4085,"GOLONKA"
"Mamalichay River (Lachin District, Azerbaijan)","Early Campanian",39.708,46.243,89.8,85.7,87.75,42.0281,28.3024,"PALEOMAP"
"Paden (Mississippi, USA)","Turonian",34.658,-88.271,93.9,89.8,91.85,-46.2724,35.7487,"MERDITH2021"
"Paden (Mississippi, USA)","Turonian",34.658,-88.271,93.9,89.8,91.85,-54.1944,34.1963,"TorsvikCocks2017"
"Paden (Mississippi, USA)","Turonian",34.658,-88.271,93.9,89.8,91.85,-46.4363,33.6469,"MATTHEWS2016_pmag_ref"
"Paden (Mississippi, USA)","Turonian",34.658,-88.271,93.9,89.8,91.85,-47.0555,38.5089,"GOLONKA"
"Paden (Mississippi, USA)","Turonian",34.658,-88.271,93.9,89.8,91.85,-55.279,32.9048,"PALEOMAP"
"Harrisonville (New Jersey, USA)","Turonian",39.687,-75.274,93.9,89.8,91.85,-32.1296,37.7649,"MERDITH2021"
"Harrisonville (New Jersey, USA)","Turonian",39.687,-75.274,93.9,89.8,91.85,-40.3338,36.252,"TorsvikCocks2017"
"Harrisonville (New Jersey, USA)","Turonian",39.687,-75.274,93.9,89.8,91.85,-32.6612,35.6452,"MATTHEWS2016_pmag_ref"
"Harrisonville (New Jersey, USA)","Turonian",39.687,-75.274,93.9,89.8,91.85,-32.4096,40.8455,"GOLONKA"
"Harrisonville (New Jersey, USA)","Turonian",39.687,-75.274,93.9,89.8,91.85,-41.6532,35.0987,"PALEOMAP"
"Roebling (New Jersey, USA)","Turonian",40.117,-74.783,93.9,89.8,91.85,-31.5197,38.0737,"MERDITH2021"
"Roebling (New Jersey, USA)","Turonian",40.117,-74.783,93.9,89.8,91.85,-39.739,36.5645,"TorsvikCocks2017"
"Roebling (New Jersey, USA)","Turonian",40.117,-74.783,93.9,89.8,91.85,-32.0696,35.956,"MATTHEWS2016_pmag_ref"
"Roebling (New Jersey, USA)","Turonian",40.117,-74.783,93.9,89.8,91.85,-31.7804,41.1638,"GOLONKA"
"Roebling (New Jersey, USA)","Turonian",40.117,-74.783,93.9,89.8,91.85,-41.0731,35.4186,"PALEOMAP"
"Bordentown (New Jersey, USA)","Turonian",40.147,-74.68,93.9,89.8,91.85,-31.413,38.0806,"MERDITH2021"
"Bordentown (New Jersey, USA)","Turonian",40.147,-74.68,93.9,89.8,91.85,-39.6345,36.5721,"TorsvikCocks2017"
"Bordentown (New Jersey, USA)","Turonian",40.147,-74.68,93.9,89.8,91.85,-31.9659,35.9633,"MATTHEWS2016_pmag_ref"
"Bordentown (New Jersey, USA)","Turonian",40.147,-74.68,93.9,89.8,91.85,-31.669,41.1724,"GOLONKA"
"Bordentown (New Jersey, USA)","Turonian",40.147,-74.68,93.9,89.8,91.85,-40.9703,35.4275,"PALEOMAP"
"Pemberton (New Jersey, USA)","Turonian",39.977,-74.679,93.9,89.8,91.85,-31.472,37.9171,"MERDITH2021"
"Pemberton (New Jersey, USA)","Turonian",39.977,-74.679,93.9,89.8,91.85,-39.6906,36.4082,"TorsvikCocks2017"
"Pemberton (New Jersey, USA)","Turonian",39.977,-74.679,93.9,89.8,91.85,-32.0223,35.7996,"MATTHEWS2016_pmag_ref"
"Pemberton (New Jersey, USA)","Turonian",39.977,-74.679,93.9,89.8,91.85,-31.7263,41.008,"GOLONKA"
"Pemberton (New Jersey, USA)","Turonian",39.977,-74.679,93.9,89.8,91.85,-41.0224,35.2629,"PALEOMAP"
"Sayreville (New Jersey, USA)","Turonian",40.446,-74.347,93.9,89.8,91.85,-30.9969,38.2972,"MERDITH2021"
"Sayreville (New Jersey, USA)","Turonian",40.446,-74.347,93.9,89.8,91.85,-39.2289,36.7914,"TorsvikCocks2017"
"Sayreville (New Jersey, USA)","Turonian",40.446,-74.347,93.9,89.8,91.85,-31.5625,36.1815,"MATTHEWS2016_pmag_ref"
"Sayreville (New Jersey, USA)","Turonian",40.446,-74.347,93.9,89.8,91.85,-31.2393,41.3953,"GOLONKA"
"Sayreville (New Jersey, USA)","Turonian",40.446,-74.347,93.9,89.8,91.85,-40.5748,35.652,"PALEOMAP"
"Parlin (New Jersey, USA)","Turonian",40.461,-74.324,93.9,89.8,91.85,-30.9701,38.3067,"MERDITH2021"
"Parlin (New Jersey, USA)","Turonian",40.461,-74.324,93.9,89.8,91.85,-39.2028,36.8011,"TorsvikCocks2017"
"Parlin (New Jersey, USA)","Turonian",40.461,-74.324,93.9,89.8,91.85,-31.5365,36.1911,"MATTHEWS2016_pmag_ref"
"Parlin (New Jersey, USA)","Turonian",40.461,-74.324,93.9,89.8,91.85,-31.2116,41.4052,"GOLONKA"
"Parlin (New Jersey, USA)","Turonian",40.461,-74.324,93.9,89.8,91.85,-40.5493,35.662,"PALEOMAP"
"South Amboy (New Jersey, USA)","Turonian",40.492,-74.292,93.9,89.8,91.85,-30.9293,38.3297,"MERDITH2021"
"South Amboy (New Jersey, USA)","Turonian",40.492,-74.292,93.9,89.8,91.85,-39.163,36.8244,"TorsvikCocks2017"
"South Amboy (New Jersey, USA)","Turonian",40.492,-74.292,93.9,89.8,91.85,-31.497,36.2143,"MATTHEWS2016_pmag_ref"
"South Amboy (New Jersey, USA)","Turonian",40.492,-74.292,93.9,89.8,91.85,-31.1695,41.4288,"GOLONKA"
"South Amboy (New Jersey, USA)","Turonian",40.492,-74.292,93.9,89.8,91.85,-40.5106,35.6858,"PALEOMAP"
"Charleston (New York, USA)","Turonian",40.534,-74.227,93.9,89.8,91.85,-30.8539,38.3563,"MERDITH2021"
"Charleston (New York, USA)","Turonian",40.534,-74.227,93.9,89.8,91.85,-39.0894,36.8514,"TorsvikCocks2017"
"Charleston (New York, USA)","Turonian",40.534,-74.227,93.9,89.8,91.85,-31.4238,36.2411,"MATTHEWS2016_pmag_ref"
